rLtl8ZkDX5vH5nAx9C3q5Q,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.7096774193548385
C6IOtaaYdLIT5fWd7ZYIuA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
mlBC3pN9GXlUUfQi1qBBZA,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.75
T7J9ae0wTskrI_Bgwp-4cA,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.696969696969697
nbofxFWHORebBHh10OgYLA,eIxSLxzIlfExI6vgAbn2JA,2,4.04,3.8333333333333335
JffajLV-Dnn-eGYgdXDxFg,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.241379310344827
4ozupHULqGyO42s3zNUzOQ,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.259740259740259
du6KeE54IFbPiXpU3LOd1g,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.883720930232558
P2kVk4cIWyK4e4h14RhK-Q,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.945945945945946
ikm0UCahtK34LbLCEw4YTw,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.85
ZmIgP4U4Ht9CYmNX0_zP6w,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.2
AeucYo8J-rZjcq09Wuqsjw,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
rO3WEI9L-_deUR9-JHuNQw,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.1818181818181817
3gIfcQq5KxAegwCPXc83cQ,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.6184210526315788
uZbTb-u-GVjTa2gtQfry5g,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.7777777777777777
rL3dPeKDTybG_ct9OCXGAA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
qa05pUVNapADHZXpHMPMeA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
Sa64rQmghfE9i17_dRIDyw,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.090909090909091
--65q1FpAL_UQtVZ2PTGew,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.21875
9qCPmT6ovJjxL4tJB4ANCg,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.9166666666666665
NvDR3SPVPXrDB_dbKuGoWA,eIxSLxzIlfExI6vgAbn2JA,2,4.04,3.0
iwZ_7QuZ1tzT6pIZmOlDQg,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.0
Pv7DGHzZ-uqIUdOsqPpsVg,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.117647058823529
c3yJNjz_K--z4CIpR7yhvQ,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
KSTOdz0lSFCkqBSRNwjERA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.85
rLtl8ZkDX5vH5nAx9C3q5Q,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,3.7096774193548385
7cR92zkDv4W3kqzii6axvg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,3.5652173913043477
gcyEUr4DXcbjnGRAWFtfAQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,4.0
vhxFLqRok6r-D_aQz0s-JQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.625
0bNXP9quoJEgyVZu9ipGgQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.246153846153846
Ps1Db9zOatoF_76FZNO5CQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.7222222222222223
JgDkCER12uiv4lbpmkZ9VA,9ziO3NpoNTKHvIKCBFB_fQ,5,3.5526315789473686,3.5616438356164384
JffajLV-Dnn-eGYgdXDxFg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,4.241379310344827
6kmu0mYbdpMIOZ6Y0eVsxg,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,4.090909090909091
lPaYMDmJbAnv_3pmZH_inw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.5846153846153848
7GC9fVWKa4a1ZmBGLH6Uww,9ziO3NpoNTKHvIKCBFB_fQ,2,3.5526315789473686,4.075
fev0iI-XDrteD4SYRKjiUw,9ziO3NpoNTKHvIKCBFB_fQ,5,3.5526315789473686,3.953488372093023
UuwjD6MZf6Z6QlNphiXRjA,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,4.0344827586206895
Kqvfep2mxS10S50FbVDi4Q,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.857142857142857
sALB8-F04S9VcZMF_GkGUA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.84375
vsXP832M0kOxKpfduD7dWw,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,3.6666666666666665
MUHoBFzwRoXpCpgYSN8KRA,9ziO3NpoNTKHvIKCBFB_fQ,5,3.5526315789473686,4.565217391304348
fczQCSmaWF78toLEmb0Zsw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,4.024096385542169
q9XgOylNsSbqZqF_SO3-OQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.7796610169491527
pEVf8GRshP9HUkSpizc9LA,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,4.1395348837209305
17PPxx8RxjOUD_nQZ1aHEw,9ziO3NpoNTKHvIKCBFB_fQ,5,3.5526315789473686,4.194444444444445
W_QXYA7A0IhMrvbckz7eVg,9ziO3NpoNTKHvIKCBFB_fQ,5,3.5526315789473686,3.738095238095238
_PzSNcfrCjeBxSLXRoMmgQ,9ziO3NpoNTKHvIKCBFB_fQ,1,3.5526315789473686,3.8333333333333335
AirVzN1BVQBmq5zY0YMNYQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,3.96
gN03qFYysM5DbgjuV6N0QQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.5526315789473686,4.372093023255814
usQTOj7LQ9v0Fl98gRa3Iw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.7058823529411766
7zDqr2I0-xpw9HF5Ha54cA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.5526315789473686,3.63265306122449
